id,nombre,precio_unidad,precio_bulk,formato,categoria,seccion
13038.0,Cacao soluble Hacendado,2.8,5.6,,Cacao soluble,"Cacao, café e infusiones"
22580.0,Cacao puro en polvo La Chocolatera,4.95,18.68,,Chocolate a la taza,"Cacao, café e infusiones"
12017.0,Cacao en polvo a la taza Valor,4.1,8.2,,Chocolate a la taza,"Cacao, café e infusiones"
10005.0,Chocolate líquido a la taza Hacendado,2.45,2.45,,Chocolate a la taza,"Cacao, café e infusiones"
11609.0,Cacao en polvo a la taza Hacendado,1.85,4.63,,Chocolate a la taza,"Cacao, café e infusiones"
10350.0,Café en cápsula extra fuerte Hacendado,3.9,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
10355.0,Café en cápsula descafeinado Hacendado,3.95,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
9847.0,Café en cápsula Colombia Hacendado,3.9,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
10352.0,Café en cápsula espresso Hacendado,3.9,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
19940.0,Café en cápsula ristretto Hacendado,3.9,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
52774.0,Café en cápsulas doble espresso Hacendado,3.9,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
13596.0,Café en cápsula descafeinado espresso Hacendado,3.95,0.2,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
14383.0,Café en cápsula sabor Caramel Hacendado,2.4,0.24,,Cápsulas compatibles Nespresso,"Cacao, café e infusiones"
11931.0,Café en cápsula espresso intenso Dolce Gusto,4.95,0.31,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
13636.0,Café en cápsula extra forte Hacendado,3.55,31.7,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
13635.0,Café en cápsula forte Hacendado,3.55,31.7,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
13634.0,Café en cápsula classic Hacendado,3.55,31.7,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
11869.0,Café en cápsula descafeinado espresso intenso Dolce Gusto,4.95,0.31,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
11801.0,Café con leche en cápsula Dolce Gusto,4.95,0.31,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
86348.0,Café con leche en cápsula Hacendado,3.55,0.22,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
11918.0,Café en cápsula ristretto napoli Dolce Gusto,4.95,0.31,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
11785.0,Café en cápsula cortado Dolce Gusto,4.95,0.31,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
23293.0,Café en cápsula descafeinado Hacendado,3.55,31.7,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
67659.0,Café cortado en cápsula Hacendado,3.55,0.22,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
23405.0,Café con leche en cápsula descafeinado Hacendado,3.55,0.22,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
23404.0,Cortado en cápsula descafeinado Hacendado,3.55,0.22,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
22801.0,Café en cápsula doble espresso Hacendado,3.55,0.22,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
52775.0,Café en cápsula cappuccino Hacendado,3.55,0.44,,Cápsulas compatibles Dolce gusto,"Cacao, café e infusiones"
11873.0,Café en cápsula espresso Tassimo,5.89,0.37,,Cápsulas compatibles Tassimo,"Cacao, café e infusiones"
11872.0,Café en cápsula largo Tassimo,5.89,0.37,,Cápsulas compatibles Tassimo,"Cacao, café e infusiones"
11875.0,Café en cápsula cortado Tassimo,5.89,0.37,,Cápsulas compatibles Tassimo,"Cacao, café e infusiones"
11874.0,Café en cápsula descafeinado Tassimo,5.89,0.37,,Cápsulas compatibles Tassimo,"Cacao, café e infusiones"
11871.0,Café con leche en cápsula Tassimo,5.89,0.37,,Cápsulas compatibles Tassimo,"Cacao, café e infusiones"
11770.0,Café monodosis natural Hacendado,3.0,0.09,,Monodosis,"Cacao, café e infusiones"
11730.0,Café monodosis mezcla Hacendado,3.4,0.11,,Monodosis,"Cacao, café e infusiones"
11777.0,Café monodosis descafeinado natural Hacendado,3.3,0.1,,Monodosis,"Cacao, café e infusiones"
11178.0,Café molido natural Hacendado,5.3,10.6,,Café molido,"Cacao, café e infusiones"
11172.0,Café molido natural Hacendado,2.75,11.0,,Café molido,"Cacao, café e infusiones"
15922.0,Café molido mezcla Hacendado,5.6,11.2,,Café molido,"Cacao, café e infusiones"
15923.0,Café molido mezcla Hacendado,2.85,11.4,,Café molido,"Cacao, café e infusiones"
13700.0,Café molido fuerte Hacendado,5.3,10.6,,Café molido,"Cacao, café e infusiones"
11171.0,Café molido fuerte Hacendado,2.75,11.0,,Café molido,"Cacao, café e infusiones"
13593.0,Café molido descafeinado Hacendado,5.5,11.0,,Café molido,"Cacao, café e infusiones"
13592.0,Café molido descafeinado Hacendado,2.85,11.4,,Café molido,"Cacao, café e infusiones"
11753.0,Café molido natural Bonka,4.5,18.0,,Café molido,"Cacao, café e infusiones"
11810.0,Café molido natural Cafés Valiente,4.9,19.6,,Café molido,"Cacao, café e infusiones"
11715.0,Café molido Colombia Hacendado,3.6,14.4,,Café molido,"Cacao, café e infusiones"
11744.0,Café molido descafeinado Hacendado Espresso,3.8,15.2,,Café molido,"Cacao, café e infusiones"
11745.0,Café molido descafeinado Climent,3.9,15.6,,Café molido,"Cacao, café e infusiones"
11740.0,Café molido natural Climent,3.4,13.6,,Café molido,"Cacao, café e infusiones"
14799.0,Café en grano natural Hacendado,6.5,13.0,,Café en grano,"Cacao, café e infusiones"
11021.0,Café en grano Hacendado descafeinado,7.5,15.0,,Café en grano,"Cacao, café e infusiones"
14798.0,Café en grano Colombia Hacendado,7.5,15.0,,Café en grano,"Cacao, café e infusiones"
19924.0,Café en grano fuerte Hacendado,6.5,13.0,,Café en grano,"Cacao, café e infusiones"
22163.0,Café soluble Classic Hacendado,4.4,22.0,,Café soluble,"Cacao, café e infusiones"
22718.0,Café soluble Classic Hacendado,2.9,29.0,,Café soluble,"Cacao, café e infusiones"
11049.0,Café soluble classic en sobres Hacendado,1.1,55.0,,Café soluble,"Cacao, café e infusiones"
11136.0,Café soluble natural Nescafé classic,7.95,39.75,,Café soluble,"Cacao, café e infusiones"
11111.0,Café soluble natural Nescafé classic,5.4,54.0,,Café soluble,"Cacao, café e infusiones"
22164.0,Café soluble descafeinado Hacendado,4.65,23.25,,Café soluble,"Cacao, café e infusiones"
22719.0,Café soluble descafeinado Hacendado,3.1,31.0,,Café soluble,"Cacao, café e infusiones"
11051.0,Café soluble descafeinado en sobres Hacendado,1.2,60.0,,Café soluble,"Cacao, café e infusiones"
11101.0,Café soluble descafeinado Nescafé classic,7.95,39.75,,Café soluble,"Cacao, café e infusiones"
11104.0,Café soluble descafeinado Nescafé classic,5.4,54.0,,Café soluble,"Cacao, café e infusiones"
11123.0,Café soluble Espresso Creme Hacendado,2.9,36.25,,Café soluble,"Cacao, café e infusiones"
23406.0,Café soluble cappuccino Hacendado,2.75,11.0,,Café soluble,"Cacao, café e infusiones"
67660.0,Café soluble cappuccino caramelo Hacendado,3.0,12.0,,Café soluble,"Cacao, café e infusiones"
10666.0,Café con leche cappuccino Hacendado,0.85,3.4,,Bebidas frías,"Cacao, café e infusiones"
10642.0,Café con leche light sin lactosa Hacendado,0.85,3.4,,Bebidas frías,"Cacao, café e infusiones"
10644.0,Café con leche espresso Hacendado,0.85,3.4,,Bebidas frías,"Cacao, café e infusiones"
10672.0,Café con leche descafeinado Hacendado,0.85,3.4,,Bebidas frías,"Cacao, café e infusiones"
10449.0,Crema de leche para café Campina,1.4,7.0,,Otros,"Cacao, café e infusiones"
11187.0,Cereales solubles con achicoria Hacendado,2.15,14.33,,Otros,"Cacao, café e infusiones"
60515.0,Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde,2.2,0.02,,Otros,"Cacao, café e infusiones"
13651.0,Té verde Hacendado,0.75,25.0,,Té,"Cacao, café e infusiones"
11433.0,Té Chai Hacendado,1.4,35.0,,Té,"Cacao, café e infusiones"
52967.0,Té negro PG tips,2.6,22.41,,Té,"Cacao, café e infusiones"
35727.0,Té negro con canela Hacendado,1.4,46.67,,Té,"Cacao, café e infusiones"
15099.0,Té Matcha en polvo Hacendado,2.9,193.33,,Té,"Cacao, café e infusiones"
8804.0,Té negro Hacendado,0.85,24.29,,Té,"Cacao, café e infusiones"
11175.0,Té verde con hierbabuena Hacendado,1.35,33.75,,Té,"Cacao, café e infusiones"
11168.0,Infusión Manzanilla Hacendado,0.65,24.07,,Infusiones,"Cacao, café e infusiones"
60671.0,Infusión Menta Poleo Hacendado,0.75,25.0,,Infusiones,"Cacao, café e infusiones"
11431.0,Infusión Tila Hacendado,0.85,35.42,,Infusiones,"Cacao, café e infusiones"
11447.0,Infusión Cola de caballo Hacendado,1.2,40.0,,Infusiones,"Cacao, café e infusiones"
11430.0,Infusión Manzanilla con anís Hacendado,0.85,32.69,,Infusiones,"Cacao, café e infusiones"
11408.0,Infusión Relax Hacendado,1.05,35.0,,Infusiones,"Cacao, café e infusiones"
11470.0,Infusión Laxsen sabor menta Hacendado,1.05,35.0,,Infusiones,"Cacao, café e infusiones"
11453.0,Infusión Tomillo Hacendado,1.05,43.75,,Infusiones,"Cacao, café e infusiones"
11427.0,Infusión Dormir Hacendado,1.05,35.0,,Infusiones,"Cacao, café e infusiones"
13652.0,Infusión Rooibos cítricos Hacendado,1.15,28.75,,Infusiones,"Cacao, café e infusiones"
15726.0,Infusión Digest Hacendado,1.05,26.25,,Infusiones,"Cacao, café e infusiones"
8805.0,Infusión frutos rojos Hacendado,1.4,35.0,,Infusiones,"Cacao, café e infusiones"
11415.0,Infusión Respir Hacendado,1.4,46.67,,Infusiones,"Cacao, café e infusiones"
11400.0,Infusión Jengibre Hacendado,1.35,33.75,,Infusiones,"Cacao, café e infusiones"
11454.0,Infusión Manzanilla sabor a miel Hacendado,1.15,44.23,,Infusiones,"Cacao, café e infusiones"
11438.0,Infusión Cúrcuma Hacendado con manzana y canela,1.35,39.71,,Infusiones,"Cacao, café e infusiones"
60672.0,Infusión quema grasas Hacendado,1.05,35.0,,Infusiones,"Cacao, café e infusiones"
11468.0,Infusión Hinojo Hacendado,1.05,26.25,,Infusiones,"Cacao, café e infusiones"
52607.0,Infusión manzana y canela Hacendado,1.4,35.0,,Infusiones,"Cacao, café e infusiones"
86632.0,Infusión Yerba Mate Amanda,2.85,5.7,,Infusiones,"Cacao, café e infusiones"
3497.0,"Arreglo para puchero vacuno, cerdo y pollo",7.22,6.5,,Arreglos,Carne
3556.0,Arreglo para arroz al horno,6.0,7.9,,Arreglos,Carne
52782.0,Pelota para cocido de cerdo,2.03,7.25,,Arreglos,Carne
2692.0,Trozo de vacuno para cocido,4.53,15.1,,Arreglos,Carne
53011.0,Compango,2.6,10.4,,Arreglos,Carne
58307.0,Hueso garrón,1.16,4.0,,Arreglos,Carne
2690.0,Osobuco de cerdo,1.97,8.2,,Arreglos,Carne
2689.0,Espinazo de cerdo,2.1,7.0,,Arreglos,Carne
88180.0,Arreglo para paella con pollo y conejo,6.86,7.3,,Arreglos,Carne
2854.0,Gallina,3.94,5.8,,Arreglos,Carne
2851.0,Manos de cerdo,3.9,7.8,,Arreglos,Carne
3499.0,Costilla de vacuno,3.83,15.3,,Arreglos,Carne
35805.0,Tocino de cerdo,1.48,7.8,,Arreglos,Carne
59154.0,Chorizo asturiano,2.8,11.2,,Arreglos,Carne
1892.0,Hueso blanco de cerdo salado,1.89,5.4,,Arreglos,Carne
2635.0,Rabo de cerdo,2.0,8.0,,Arreglos,Carne
86330.0,Hueso vacuno,3.41,6.2,,Arreglos,Carne
2794.0,Filetes pechuga de pavo,5.16,8.75,,Pavo y otras aves,Carne
4523.0,Chuletas de pavo contramuslo,4.72,7.15,,Pavo y otras aves,Carne
12874.0,Tacos de pavo,4.33,7.6,,Pavo y otras aves,Carne
9995.0,Solomillo de pavo,4.8,8.0,,Pavo y otras aves,Carne
4109.0,Filetes de pavo contramuslo,4.92,8.2,,Pavo y otras aves,Carne
35396.0,Foie gras de pato fresco,11.5,85.19,,Pavo y otras aves,Carne
2796.0,Codornices,4.2,12.0,,Pavo y otras aves,Carne
25629.0,Magret de pato,9.12,24.0,,Pavo y otras aves,Carne
14031.0,Filetes pechuga de pavo extra tiernos,5.4,9.0,,Pavo y otras aves,Carne
3400.0,Filetes pechuga de pollo corte fino,4.84,8.2,,Pollo,Carne
2787.0,Filetes pechuga de pollo,4.09,7.3,,Pollo,Carne
2789.0,Contramuslos de pollo deshuesados y sin piel,3.58,6.5,,Pollo,Carne
2786.0,Solomillos de pollo,3.68,8.0,,Pollo,Carne
3682.0,Pechugas enteras familiar de pollo,7.07,6.2,,Pollo,Carne
3724.0,Pechugas enteras de pollo,3.33,6.65,,Pollo,Carne
3680.0,Cuartos traseros familiar de pollo,5.36,3.1,,Pollo,Carne
3727.0,Cuartos traseros de pollo,2.9,3.3,,Pollo,Carne
35902.0,"Brochetas de pollo, pimiento verde y tocino de cerdo con varilla",3.11,8.4,,Pollo,Carne
2788.0,Muslos de pollo deshuesados con piel,2.78,5.55,,Pollo,Carne
2779.0,Medio pollo troceado,3.6,4.0,,Pollo,Carne
2778.0,Jamoncitos de pollo,3.22,3.5,,Pollo,Carne
2785.0,Alas partidas de pollo,3.12,5.2,,Pollo,Carne
2853.0,Carcasa y espinazo de pollo,1.04,1.1,,Pollo,Carne
21227.0,Filetes pechuga de pollo marinadas empanadas sin gluten,3.9,8.3,,Pollo,Carne
2833.0,Filetes pechuga de pollo finas hierbas marinadas,4.68,7.8,,Pollo,Carne
2791.0,Filetes pechuga de pollo certificado alimentado con un 50% de maíz,4.8,9.6,,Pollo,Carne
2137.0,Flautas de pollo y queso,2.2,7.86,,Pollo,Carne
2781.0,Pollo entero,6.65,3.5,,Pollo,Carne
2857.0,Hígados y corazones de pollo,1.2,4.0,,Pollo,Carne
2783.0,Cuartos traseros de pollo certificado alimentado con un 50% de maíz,4.15,5.0,,Pollo,Carne
2784.0,Alas de pollo,4.05,4.45,,Pollo,Carne
2832.0,Alas de pollo adobadas,3.53,5.6,,Pollo,Carne
2777.0,Contramuslos de pollo sin piel,3.4,4.2,,Pollo,Carne
2855.0,Carcasa de pollo certificado alimentado con un 50% de maíz,2.03,2.7,,Pollo,Carne
25461.0,Jamoncitos de pollo certificado alimentado con un 50% de maíz,4.33,5.1,,Pollo,Carne
2782.0,Pollo certificado entero alimentado con un 50% de maíz,9.25,5.0,,Pollo,Carne
3791.0,Alas partidas de pollo certificado alimentado con un 50% de maíz,4.03,6.3,,Pollo,Carne
2856.0,Mollejas de pollo,2.03,5.35,,Pollo,Carne
4270.0,Sangre hervida de pollo,2.2,4.4,,Pollo,Carne
25243.0,Patas de pollo,2.07,4.6,,Pollo,Carne
4267.0,Pollo abierto churrasco,4.31,4.4,,Pollo,Carne
3653.0,Filetes pechuga de pollo extra tiernos,4.48,8.0,,Pollo,Carne
2830.0,Solomillos de pollo certificado alimentado con un 50% de maíz,3.52,11.0,,Pollo,Carne
21235.0,Lagrimitas de pollo al limón empanadas sin gluten,3.44,8.4,,Pollo,Carne
52514.0,Filetes solomillos de pollo marinados empanados sin gluten,4.84,8.8,,Pollo,Carne
8970.0,Alas de pollo adobadas picantes,3.33,6.4,,Pollo,Carne
3456.0,Pinchos de pollo sin varilla adobados,4.3,8.6,,Pollo,Carne
8252.0,Pincho Mexicano de pollo con varilla,4.84,10.3,,Pollo,Carne
8958.0,Pollo adobado y verduras,3.17,6.9,,Pollo,Carne
25258.0,Contramuslos deshuesados y sin piel de pollo certificado alimentado con un 50% de maíz,4.5,9.0,,Pollo,Carne
11687.0,Empanados de pollo picantes sin gluten,3.1,8.61,,Pollo,Carne
15178.0,Filetes de pechuga de pollo adobada,3.15,10.5,,Pollo,Carne
25183.0,Jamoncitos de pollo congelados,3.3,3.3,,Carne congelada,Carne
25184.0,Alas de pollo congeladas,3.6,3.6,,Carne congelada,Carne
4176.0,Medallones preparado de solomillo cerdo congelados marinados,3.11,10.36,,Carne congelada,Carne
25353.0,Solomillo de pavo marinado congelado,3.12,7.8,,Carne congelada,Carne
25182.0,Cuartos traseros de pollo congelados,5.9,2.95,,Carne congelada,Carne
2228.0,Solomillo de cerdo marinado congelado,6.24,7.8,,Carne congelada,Carne
25089.0,Yemas de gallina congeladas,2.75,11.0,,Carne congelada,Carne
4072.0,Paletilla de lechal entera congelada,17.55,27.0,,Carne congelada,Carne
4334.0,Chuletas cordero de lechal congeladas,15.4,28.0,,Carne congelada,Carne
4425.0,Carrillada de cerdo congelada,5.75,12.5,,Carne congelada,Carne
21101.0,Carrillada de vacuno congelado,10.5,17.5,,Carne congelada,Carne
30006.0,Pechugas de pollo enteras congeladas,7.44,6.2,,Carne congelada,Carne
52426.0,Alas de pollo barbacoa congeladas,3.7,4.93,,Carne congelada,Carne
2811.0,Costillas de cerdo carnosas a tacos,4.96,8.0,,Cerdo,Carne
2714.0,Filetes lomo de cerdo,3.52,6.9,,Cerdo,Carne
3395.0,Filetes lomo de cerdo familiar,6.12,6.8,,Cerdo,Carne
2810.0,Carrillada de cerdo,6.55,13.1,,Cerdo,Carne
1564.0,Costilla de cerdo ibérico adobada,3.78,7.55,,Cerdo,Carne
23305.0,Chuletas de cerdo sajonia,3.67,9.4,,Cerdo,Carne
35286.0,Costilla de cerdo churrasco,4.67,5.7,,Cerdo,Carne
2815.0,Panceta de cerdo,3.24,5.5,,Cerdo,Carne
2851.0,Manos de cerdo,3.9,7.8,,Cerdo,Carne
2813.0,Cerdo a tacos,3.22,5.75,,Cerdo,Carne
2715.0,Filetes lomo de cerdo adobado,3.38,7.2,,Cerdo,Carne
5046.0,Filetes lomo de cerdo adobado familiar,6.74,6.95,,Cerdo,Carne
52957.0,San Jacobos de cerdo sin gluten,2.64,6.6,,Cerdo,Carne
2817.0,Filetes lomo de cerdo cabeza,4.49,6.7,,Cerdo,Carne
2169.0,Flautas de bacón y queso,2.2,7.86,,Cerdo,Carne
2685.0,Secreto de cerdo,3.04,6.2,,Cerdo,Carne
2812.0,Media careta de cerdo sin oreja,3.52,6.9,,Cerdo,Carne
23308.0,Fiambre de magro de cerdo adobado,2.8,7.57,,Cerdo,Carne
2859.0,Filetes hígado de cerdo,3.37,6.6,,Cerdo,Carne
3553.0,Filetes lomo de cerdo grueso,4.48,8.0,,Cerdo,Carne
4915.0,Presa de cerdo ibérico,8.91,27.0,,Cerdo,Carne
4919.0,Secreto de cerdo ibérico,6.25,25.0,,Cerdo,Carne
4152.0,Medallones preparado de solomillo cerdo provenzal,4.44,11.1,,Cerdo,Carne
2839.0,Pinchos de cerdo adobado sin varilla,4.13,8.1,,Cerdo,Carne
4901.0,Chuletas lomo de cerdo,3.55,6.45,,Cerdo,Carne
4900.0,Chuletas aguja de cerdo,4.2,5.6,,Cerdo,Carne
4918.0,Filetes lomo de cerdo ibérico,6.67,23.4,,Cerdo,Carne
4570.0,Solomillo de cerdo,4.51,8.2,,Cerdo,Carne
8994.0,Panceta fina sin corteza corte fino,3.15,6.3,,Cerdo,Carne
52784.0,Codillo de cerdo,5.7,6.0,,Cerdo,Carne
2849.0,Filetes lomo de cerdo extra tiernos,4.0,7.7,,Cerdo,Carne
4590.0,Lomo de cerdo trozo,5.04,5.2,,Cerdo,Carne
3554.0,Pieza cabeza lomo de cerdo,5.63,4.9,,Cerdo,Carne
14943.0,Taquitos de cerdo,2.12,5.3,,Cerdo,Carne
14968.0,Manteca de cerdo Hacendado,2.2,10.0,,Cerdo,Carne
21554.0,Carrilladas de cerdo al vino,9.1,13.0,,Cerdo,Carne
25972.0,Medio conejo troceado,5.64,9.4,,Conejo,Carne
2797.0,Conejo entero,10.41,8.6,,Conejo,Carne
25191.0,Paletillas de conejo,7.96,19.9,,Conejo,Carne
4363.0,Chuletas de cordero palo y riñonada,15.5,31.0,,Cordero,Carne
2860.0,Filetes hígado de cordero,4.42,13.0,,Cordero,Carne
4361.0,Garretas brazuelo de cordero,10.17,16.95,,Cordero,Carne
9963.0,Cordero chuleteado,16.0,25.0,,Cordero,Carne
8839.0,Burger de cordero al romero,3.7,15.42,,Cordero,Carne
6040.0,Longaniza magro fresca,3.21,6.0,,Embutido,Carne
6043.0,Longaniza fresca sin tripa,3.3,5.89,,Embutido,Carne
6041.0,Longaniza fresca de pollo,4.13,7.5,,Embutido,Carne
35049.0,Morcilla de cebolla oreada,1.9,6.8,,Embutido,Carne
1393.0,Botifarrón de carne,2.62,7.5,,Embutido,Carne
6048.0,Chorizo oreado,2.57,7.15,,Embutido,Carne
2864.0,Chistorra,1.5,6.82,,Embutido,Carne
6042.0,Longaniza roja fresca,2.03,7.5,,Embutido,Carne
6045.0,Longaniza fresca estilo criollo,3.34,8.8,,Embutido,Carne
6044.0,Butifarra fresca,3.62,5.65,,Embutido,Carne
35197.0,Embutido surtido oreado,3.88,7.75,,Embutido,Carne
2876.0,Morcilla de arroz y cebolla,1.63,5.45,,Embutido,Carne
2852.0,Embutido blanco,2.55,7.3,,Embutido,Carne
6047.0,Chorizo picante aperitivo,2.59,8.65,,Embutido,Carne
52672.0,Burger de cerdo,2.7,5.0,,Hamburguesas,Carne
2872.0,Burger de vacuno y cerdo,4.5,8.33,,Hamburguesas,Carne
2873.0,Burger de vacuno,6.2,11.48,,Hamburguesas,Carne
2622.0,Burger de pollo,3.95,7.31,,Hamburguesas,Carne
86911.0,Burger de pollo gruesa,3.2,8.89,,Hamburguesas,Carne
3547.0,Burger de vacuno gruesas,5.1,14.17,,Hamburguesas,Carne
4155.0,Burger de vacuno y cerdo con jamón y cebolla caramelizada,2.8,11.67,,Hamburguesas,Carne
3976.0,Burger de pavo y espinacas,2.4,10.0,,Hamburguesas,Carne
10467.0,Mini burgers de pollo,2.9,10.36,,Hamburguesas,Carne
10453.0,Mini burgers de vacuno y cerdo,3.1,11.07,,Hamburguesas,Carne
3979.0,Burger americana gruesas,3.2,8.89,,Hamburguesas,Carne
4079.0,Burger Crunchy Chicken,2.0,8.33,,Hamburguesas,Carne
35884.0,Hamburguesa de lomo de vacuno,4.3,17.92,,Hamburguesas,Carne
8840.0,Burger de vaca madurada,2.9,16.11,,Hamburguesas,Carne
8839.0,Burger de cordero al romero,3.7,15.42,,Hamburguesas,Carne
2869.0,Preparado de carne picada vacuno y cerdo,4.3,8.6,,Picadas y otros,Carne
3453.0,Preparado de carne picada vacuno y cerdo,8.4,8.4,,Picadas y otros,Carne
2867.0,Preparado de carne picada cerdo,2.75,5.5,,Picadas y otros,Carne
3451.0,Preparado de carne picada cerdo,5.3,5.3,,Picadas y otros,Carne
2868.0,Preparado de carne picada vacuno,5.5,11.0,,Picadas y otros,Carne
3454.0,Preparado de carne picada vacuno,10.8,10.8,,Picadas y otros,Carne
35774.0,Preparado de carne picada pollo,3.95,7.9,,Picadas y otros,Carne
2871.0,Albóndigas de cerdo,4.55,5.42,,Picadas y otros,Carne
23632.0,Albóndigas de pollo,6.0,7.14,,Picadas y otros,Carne
52776.0,Preparado de carne picada vacuno,5.6,14.0,,Picadas y otros,Carne
2632.0,Carpaccio de vacuno,4.1,37.27,,Vacuno,Carne
2861.0,Filetes hígado de vacuno,4.58,10.4,,Vacuno,Carne
12746.0,Tacos de vacuno marinado para guisar,9.72,16.2,,Vacuno,Carne
60633.0,Filetes de vacuno marinado extra tiernos,8.85,17.7,,Vacuno,Carne
8308.0,Steak Tartar de vacuno marinado,5.4,27.0,,Vacuno,Carne
8932.0,Entrecot de vacuno añojo,6.63,26.5,,Vacuno,Carne
8934.0,Lomo de vacuno añojo,7.92,23.5,,Vacuno,Carne
8931.0,Solomillo de vacuno,11.8,41.4,,Vacuno,Carne
8936.0,Filetes de vacuno añojo para plancha,7.41,19.0,,Vacuno,Carne
8937.0,Escalopín de vacuno añojo para plancha,7.58,18.5,,Vacuno,Carne
14485.0,Churrasquito de vacuno añojo,3.55,21.5,,Vacuno,Carne
63323.0,Nuggets de pollo Hacendado ultracongelados,2.7,5.4,,Empanados y rebozados congelados,Carne
63322.0,Delicias de pollo Hacendado ultracongeladas,3.7,7.4,,Empanados y rebozados congelados,Carne
13496.0,Croquetas de cocido Hacendado ultracongeladas,2.0,5.71,,Empanados y rebozados congelados,Carne
63007.0,Nuggets de pavo Hacendado ultracongelados,3.4,8.5,,Empanados y rebozados congelados,Carne
60306.0,Pollo marinado rebozado Crispy American Style Hacendado ultracongelado,4.9,9.8,,Empanados y rebozados congelados,Carne
35902.0,"Brochetas de pollo, pimiento verde y tocino de cerdo con varilla",3.11,8.4,,Empanados y elaborados,Carne
2137.0,Flautas de pollo y queso,2.2,7.86,,Empanados y elaborados,Carne
2169.0,Flautas de bacón y queso,2.2,7.86,,Empanados y elaborados,Carne
2715.0,Filetes lomo de cerdo adobado,3.38,7.2,,Empanados y elaborados,Carne
5046.0,Filetes lomo de cerdo adobado familiar,6.74,6.95,,Empanados y elaborados,Carne
52957.0,San Jacobos de cerdo sin gluten,2.64,6.6,,Empanados y elaborados,Carne
2833.0,Filetes pechuga de pollo finas hierbas marinadas,4.68,7.8,,Empanados y elaborados,Carne
21227.0,Filetes pechuga de pollo marinadas empanadas sin gluten,3.9,8.3,,Empanados y elaborados,Carne
2839.0,Pinchos de cerdo adobado sin varilla,4.13,8.1,,Empanados y elaborados,Carne
4152.0,Medallones preparado de solomillo cerdo provenzal,4.44,11.1,,Empanados y elaborados,Carne
2832.0,Alas de pollo adobadas,3.53,5.6,,Empanados y elaborados,Carne
23308.0,Fiambre de magro de cerdo adobado,2.8,7.57,,Empanados y elaborados,Carne
1564.0,Costilla de cerdo ibérico adobada,3.78,7.55,,Empanados y elaborados,Carne
23305.0,Chuletas de cerdo sajonia,3.67,9.4,,Empanados y elaborados,Carne
2179.0,Callos preparados de ternera Rogusa,4.1,8.2,,Empanados y elaborados,Carne
2185.0,Oreja de cerdo cocida adobada Rogusa,4.6,9.2,,Empanados y elaborados,Carne
3456.0,Pinchos de pollo sin varilla adobados,4.3,8.6,,Empanados y elaborados,Carne
21235.0,Lagrimitas de pollo al limón empanadas sin gluten,3.44,8.4,,Empanados y elaborados,Carne
52514.0,Filetes solomillos de pollo marinados empanados sin gluten,4.84,8.8,,Empanados y elaborados,Carne
52810.0,Cachopo de vacuno con jamón y queso sin gluten,4.43,17.7,,Empanados y elaborados,Carne
11687.0,Empanados de pollo picantes sin gluten,3.1,8.61,,Empanados y elaborados,Carne
14266.0,Lomo de cerdo marinado empanado sin gluten,3.2,10.0,,Empanados y elaborados,Carne
15178.0,Filetes de pechuga de pollo adobada,3.15,10.5,,Empanados y elaborados,Carne
21554.0,Carrilladas de cerdo al vino,9.1,13.0,,Empanados y elaborados,Carne
21565.0,Pollo Koreano con salsa,3.42,9.0,,Empanados y elaborados,Carne
9264.0,Cereales rellenos de leche Hacendado,2.4,4.8,,Cereales,Cereales y galletas
9333.0,Mini cereales rellenos de leche Hacendado,1.95,11.14,,Cereales,Cereales y galletas
9377.0,Cereales rellenos de chocolate y avellana Hacendado,2.1,4.2,,Cereales,Cereales y galletas
80515.0,Cereales estrellas de maíz Stars Hacendado con miel,2.1,5.25,,Cereales,Cereales y galletas
22966.0,Cereales copos de maíz Corn Flakes Hacendado 0% azúcares añadidos,1.5,3.0,,Cereales,Cereales y galletas
9210.0,Cereales copos de maíz Corn Flakes Kellogg's,3.0,6.0,,Cereales,Cereales y galletas
